"GO_ID"	"Term"	"p.value"	"p.adj"	"z.score"	"set.size"	"set.mean"	"set.sd"
"GO:0046040"	"IMP metabolic process"	0.0363651400585412	0.193173730311633	1.79451955586049	13	0.00448778932004234	0.00753655686020765
"GO:0000930"	"gamma-tubulin complex"	0.0364116360606978	0.193173730311633	1.79393670454103	15	0.00423813310637774	0.00736539186855024
"GO:0002495"	"antigen processing and presentation of peptide antigen via MHC class II"	0.0364832525629104	0.193500792008529	1.79304014531957	93	0.00223141490463584	0.00785035061027048
"GO:0071599"	"otic vesicle development"	0.0365318418308632	0.193599812618268	-1.79243268120343	17	-0.00225068467279259	0.00494164081363222
"GO:0021885"	"forebrain cell migration"	0.0365916618618583	0.193811006838306	1.79168571709246	54	0.00265079595808913	0.00841513168520176
"GO:0005605"	"basal lamina"	0.0366789172467078	0.194220169556217	1.79059796097585	23	0.00358835885920614	0.0094590990139388
"GO:1901992"	"positive regulation of mitotic cell cycle phase transition"	0.0366912200495629	0.194232332588524	1.79044476024724	45	0.00281794611663073	0.00676536330824283
"GO:0030971"	"receptor tyrosine kinase binding"	0.0367481821009266	0.194480837225515	1.78973598708099	43	0.00286158787289811	0.00811166099320958
"GO:0006694"	"steroid biosynthetic process"	0.0367697523170276	0.194518836581565	1.78946782555789	147	0.00195332485966906	0.00774884048789384
"GO:0032652"	"regulation of interleukin-1 production"	0.0367754033718496	0.194518836581565	-1.78939759275602	43	-0.00107964622423632	0.00711387753671371
"GO:0008088"	"axon cargo transport"	0.0368916582013118	0.194815252721399	1.78795470162515	35	0.00307357150444744	0.0075782311810914
"GO:0061311"	"cell surface receptor signaling pathway involved in heart development"	0.0369489078011354	0.195011473147265	1.78724551677306	24	0.00352654123258687	0.00883016796249822
"GO:0072160"	"nephron tubule epithelial cell differentiation"	0.0370687332063661	0.195219275366787	1.78576407102166	16	0.00411698255234391	0.00913395760551661
"GO:0010881"	"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion"	0.0371337256396022	0.195360545978806	1.78496218211907	19	0.00384976144934655	0.0101464201970519
"GO:0007163"	"establishment or maintenance of cell polarity"	0.0372082115018501	0.195360545978806	1.7840445707592	143	0.00196494296906871	0.00798205129701114
"GO:0051640"	"organelle localization"	0.0372621810433417	0.195360545978806	1.78338064278839	381	0.00154404868030104	0.00740896999285006
"GO:0044060"	"regulation of endocrine process"	0.0372903742950435	0.195360545978806	-1.78303412454877	37	-0.00122622391543568	0.00645314802955377
"GO:0030889"	"negative regulation of B cell proliferation"	0.0373442723514408	0.195360545978806	-1.7823722683866	14	-0.00255181400357731	0.00717010033724222
"GO:0007501"	"mesodermal cell fate specification"	0.0373614300296471	0.195360545978806	1.78216173965241	13	0.00446301883247483	0.00607687124086439
"GO:0002709"	"regulation of T cell mediated immunity"	0.0373928811952256	0.195360545978806	-1.78177603145511	49	-0.000946889007143038	0.00888870857327023
"GO:0050709"	"negative regulation of protein secretion"	0.0374075391202979	0.195360545978806	-1.78159636133001	81	-0.00053705114627381	0.00905150201092113
"GO:0035313"	"wound healing, spreading of epidermal cells"	0.0375307110680198	0.195687929963041	1.78008884336914	12	0.00460466628767322	0.00878926154978825
"GO:0010595"	"positive regulation of endothelial cell migration"	0.037553540169694	0.195754382860929	1.77980987887807	58	0.00257757036234514	0.00761542477049489
"GO:0046658"	"anchored component of plasma membrane"	0.03757481428345	0.195761111195329	-1.77955004047178	35	-0.00128174183114369	0.00591562475153826
"GO:0051701"	"interaction with host"	0.0376468956690946	0.196030455667506	1.77867054271372	145	0.00195423420462651	0.00873102961773536
"GO:0031669"	"cellular response to nutrient levels"	0.0376755260140555	0.196091139826328	1.77832159230342	188	0.00182338065616139	0.00749593799090403
"GO:0043370"	"regulation of CD4-positive, alpha-beta T cell differentiation"	0.0377112931935668	0.196155311756034	-1.77788596122443	27	-0.001581003133039	0.00791581953980054
"GO:0033280"	"response to vitamin D"	0.0378175416594991	0.196655268870666	1.77659387990888	26	0.00340790008131365	0.00832709023134582
"GO:0098751"	"bone cell development"	0.0380126199184865	0.197352494746633	1.77422923785107	28	0.00331296958052715	0.010082006906767
"GO:0017015"	"regulation of transforming growth factor beta receptor signaling pathway"	0.0380360602426607	0.197354676134867	1.77394577259597	99	0.00217609419261377	0.00879705929284494
"GO:1903844"	"regulation of cellular response to transforming growth factor beta stimulus"	0.0380360602426607	0.197354676134867	1.77394577259597	99	0.00217609419261377	0.00879705929284494
"GO:0055022"	"negative regulation of cardiac muscle tissue growth"	0.0381604648654274	0.197711071714179	1.77244372055967	11	0.00475325923834298	0.00679453659265121
"GO:0061117"	"negative regulation of heart growth"	0.0381604648654274	0.197711071714179	1.77244372055967	11	0.00475325923834298	0.00679453659265121
"GO:0090130"	"tissue migration"	0.0382011548657734	0.197829844194783	1.77195329933618	200	0.00179141714464782	0.00730217694384351
"GO:0071624"	"positive regulation of granulocyte chemotaxis"	0.0382219317655457	0.197857103848739	-1.77170304747704	21	-0.00190269567547953	0.00799855302956999
"GO:0098687"	"chromosomal region"	0.0384502960464654	0.198880135053021	1.76895974825563	221	0.00174558793865739	0.00629251671732565
"GO:0015012"	"heparan sulfate proteoglycan biosynthetic process"	0.0384904567341478	0.199034828482492	1.76847867914548	23	0.00355503568527224	0.00913156440560173
"GO:0070838"	"divalent metal ion transport"	0.0388186346803162	0.200304980439739	-1.76456281647337	377	0.000240916902709989	0.00739759292073414
"GO:0032967"	"positive regulation of collagen biosynthetic process"	0.0389230572651777	0.200577219971232	1.76332248837319	21	0.00367105089672277	0.00650389124372543
"GO:2001020"	"regulation of response to DNA damage stimulus"	0.0389585362355077	0.20070676895002	1.76290168706491	127	0.00201761517076332	0.00652564906019621
"GO:2000826"	"regulation of heart morphogenesis"	0.038977617931729	0.200751796044235	1.76267549603654	27	0.00334142510399014	0.00935020925893631
"GO:0030897"	"HOPS complex"	0.039058574823574	0.201062066951795	1.7617168490116	11	0.00472988344942891	0.00892146856141224
"GO:0045822"	"negative regulation of heart contraction"	0.0391107989961775	0.201224179728014	-1.76109929708039	20	-0.00195463092115678	0.00893885655646274
"GO:0003899"	"DNA-directed RNA polymerase activity"	0.0392384985471021	0.201774234118237	1.75959206974005	42	0.0028513820102555	0.00775987823254763
"GO:0046541"	"saliva secretion"	0.0393552532626827	0.202053471657021	-1.75821751286296	13	-0.00263345507376487	0.00472778983591381
"GO:0051560"	"mitochondrial calcium ion homeostasis"	0.0393714626680755	0.202083245191084	1.75802694143649	11	0.00472184247492843	0.0101583488316829
"GO:0051297"	"centrosome organization"	0.0394000021294243	0.202176273152626	1.7576915625703	85	0.00226575803001086	0.00774862050756127
"GO:0010976"	"positive regulation of neuron projection development"	0.0395147537574826	0.202657965638111	1.75634506098956	157	0.00189960525172628	0.0077949401899888
"GO:0007162"	"negative regulation of cell adhesion"	0.0395915650899991	0.202891093328158	-1.75544552883995	188	-2.98148595423231e-05	0.00764000637386553
"GO:0032784"	"regulation of DNA-templated transcription, elongation"	0.0396161628289959	0.202963566333193	1.75515776648267	40	0.00289485198741206	0.00758569307132714
"GO:2000117"	"negative regulation of cysteine-type endopeptidase activity"	0.0396686803785308	0.203125408469544	1.75454386369904	77	0.0023331673832255	0.0062643330674614
"GO:0007566"	"embryo implantation"	0.0397253308405475	0.203218716838469	1.75388238982651	46	0.00275790554948049	0.00802289243871613
"GO:0031258"	"lamellipodium membrane"	0.0397362359808367	0.203218716838469	1.75375514500865	18	0.00387778017361678	0.00685066157625558
"GO:0008217"	"regulation of blood pressure"	0.0397377542075704	0.203218716838469	-1.75373743208387	156	-0.00011979126541198	0.00753757884797498
"GO:0061061"	"muscle structure development"	0.0397468148678493	0.203218716838469	1.75363173415094	529	0.0014335550835424	0.00740598111936566
"GO:1903312"	"negative regulation of mRNA metabolic process"	0.0398029559725335	0.203291461394304	1.75297725150728	33	0.00309489443522645	0.00855463331374873
"GO:0001501"	"skeletal system development"	0.0398051525652503	0.203291461394304	1.75295165929446	481	0.00146058350554607	0.0069371870654969
"GO:0055078"	"sodium ion homeostasis"	0.0398058337502447	0.203291461394304	-1.7529437231309	43	-0.00103950432097002	0.00718778670035193
"GO:0048762"	"mesenchymal cell differentiation"	0.0398707771438032	0.203486158850564	1.75218760493377	152	0.00191378516987055	0.00724860240161114
"GO:0009067"	"aspartate family amino acid biosynthetic process"	0.0399121434590573	0.203620112700978	1.75170650997613	18	0.00387429093854489	0.00773514711732258
"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.0400621529559488	0.204069351701752	-1.74996527475426	28	-0.00149827529903889	0.00888406016404077
"GO:0003697"	"single-stranded DNA binding"	0.0400663130340466	0.204069351701752	1.74991706220105	71	0.00238917625038867	0.00787209283880433
"GO:0002367"	"cytokine production involved in immune response"	0.040071483023126	0.204069351701752	-1.74985715111571	61	-0.000726179485802435	0.00807439325143883
"GO:0008589"	"regulation of smoothened signaling pathway"	0.040073787795543	0.204069351701752	-1.74983044487883	67	-0.000651789080121215	0.00776527256326627
"GO:0045321"	"leukocyte activation"	0.0402347558637183	0.204674287428328	-1.74796832883238	655	0.00040640413933033	0.00772713254254943
"GO:0043090"	"amino acid import"	0.0402685290276958	0.204738786140815	-1.74757840129902	14	-0.00248461069413133	0.00529798503469679
"GO:1903533"	"regulation of protein targeting"	0.0402956023609944	0.204793711864321	1.74726601831534	239	0.00170226165491117	0.00871447036410208
"GO:0045182"	"translation regulator activity"	0.0403149140091008	0.204793711864321	1.74704329691369	33	0.00308743336395057	0.010335164255889
"GO:0070307"	"lens fiber cell development"	0.0403606331290275	0.204938689589506	-1.74651636308085	14	-0.00248255939920515	0.00758007577247556
"GO:0060560"	"developmental growth involved in morphogenesis"	0.0403989296100422	0.205025887997422	1.74607535149819	166	0.00186588474939576	0.00691934794003903
"GO:0022841"	"potassium ion leak channel activity"	0.0405974775302492	0.205710841508013	-1.74379435566815	15	-0.00236300230185867	0.00616625970235897
"GO:0042340"	"keratan sulfate catabolic process"	0.0406783182823631	0.205798153374311	1.74286821915574	12	0.00452701117593381	0.00978880853753776
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	0.040748037649828	0.206043476649769	1.74207069148676	11	0.00468707092676424	0.00936162036763512
"GO:0008271"	"secondary active sulfate transmembrane transporter activity"	0.0408172263857356	0.206064147243783	-1.7412803276881	13	-0.00259950552088767	0.00357946342379242
"GO:0015116"	"sulfate transmembrane transporter activity"	0.0408172263857356	0.206064147243783	-1.7412803276881	13	-0.00259950552088767	0.00357946342379242
"GO:0006721"	"terpenoid metabolic process"	0.0408633297378286	0.206064147243783	-1.74075427846128	98	-0.000376931728092247	0.00738237185400558
"GO:0051865"	"protein autoubiquitination"	0.0408781818830723	0.206064147243783	1.7405849148129	48	0.00270463057443724	0.00863596682253714
"GO:0017112"	"Rab guanyl-nucleotide exchange factor activity"	0.041065291365299	0.206747138788283	1.7384555109394	27	0.0033077521569218	0.00881080034480733
"GO:0033630"	"positive regulation of cell adhesion mediated by integrin"	0.0410789055381416	0.206747138788283	-1.73830088184979	16	-0.00224966556106731	0.00959425716570901
"GO:0032835"	"glomerulus development"	0.0410897109601216	0.2067479183924	-1.7381781839896	55	-0.000801022968919055	0.00659293912748891
"GO:0072173"	"metanephric tubule morphogenesis"	0.0411146503515475	0.206819795963783	-1.73789509176057	11	-0.00289640252239342	0.00530840716770739
"GO:0002821"	"positive regulation of adaptive immune response"	0.0411365957422098	0.206876579416523	-1.73764610020688	73	-0.000576491619906691	0.00664759138970123
"GO:0014821"	"phasic smooth muscle contraction"	0.0411740425532244	0.206920278169548	-1.73722147871803	16	-0.00224771548920305	0.00820257744697192
"GO:0045137"	"development of primary sexual characteristics"	0.0412627271219104	0.206974692219774	-1.73621710315364	203	1.493711530409e-05	0.0061959162413359
"GO:0090132"	"epithelium migration"	0.0413188589220213	0.207149196641084	1.73558230004529	198	0.00177742658396556	0.0073308264307333
"GO:0045880"	"positive regulation of smoothened signaling pathway"	0.0414105599967178	0.207436793599755	-1.73454674070285	27	-0.00152074879048868	0.00597557775029844
"GO:0090287"	"regulation of cellular response to growth factor stimulus"	0.0414189682666728	0.207436793599755	1.73445188107454	173	0.00183940190964153	0.00857901558732672
"GO:0001754"	"eye photoreceptor cell differentiation"	0.0414535349110363	0.207556363088222	-1.73406207423464	43	-0.00101871241790742	0.00710499803027604
"GO:0006586"	"indolalkylamine metabolic process"	0.0415018915550465	0.207744899140423	-1.73351719979156	18	-0.00206174188744068	0.00827946095798573
"GO:0051580"	"regulation of neurotransmitter uptake"	0.041582312349342	0.2078794353143	-1.73261217001619	13	-0.00258213072843002	0.0113723344326476
"GO:0010640"	"regulation of platelet-derived growth factor receptor signaling pathway"	0.0415956816499553	0.207892732283453	-1.73246185369831	14	-0.00245541353637912	0.00607709006010746
"GO:0010742"	"macrophage derived foam cell differentiation"	0.0417417614159132	0.208209437260815	-1.73082196610792	31	-0.00135470256893462	0.00574728902191153
"GO:0090077"	"foam cell differentiation"	0.0417417614159132	0.208209437260815	-1.73082196610792	31	-0.00135470256893462	0.00574728902191153
"GO:1901699"	"cellular response to nitrogen compound"	0.0417660230306253	0.208209437260815	1.73055005613719	507	0.00143826624912689	0.00773733020823237
"GO:0001919"	"regulation of receptor recycling"	0.0417851015553011	0.208209437260815	1.73033632503625	18	0.00383789324076009	0.00617797864135049
"GO:0050821"	"protein stabilization"	0.0417887736149121	0.208209437260815	1.73029519710199	100	0.00213814692937912	0.0082454275582024
"GO:0086019"	"cell-cell signaling involved in cardiac conduction"	0.0417968669280927	0.208209437260815	-1.73020456041711	18	-0.00205609980024488	0.00624709530533054
"GO:0046785"	"microtubule polymerization"	0.0418010673449372	0.208209437260815	1.73015752572201	41	0.00284200951541431	0.00750904796257268
"GO:0006497"	"protein lipidation"	0.0419155066217745	0.208633107570342	1.72887754768117	76	0.00232142889405197	0.00684683605217236
"GO:0002674"	"negative regulation of acute inflammatory response"	0.0419220082099863	0.208633107570342	-1.72880491383451	11	-0.00287659338424548	0.0104820696310224
"GO:0002437"	"inflammatory response to antigenic stimulus"	0.0419791182324297	0.208734283588095	-1.72816728890448	38	-0.00113384348298841	0.00978987153948329
"GO:0032647"	"regulation of interferon-alpha production"	0.0420187931078925	0.208878056801642	-1.7277247380615	16	-0.00223055848250963	0.00810668943126405
"GO:0016776"	"phosphotransferase activity, phosphate group as acceptor"	0.0420387941583071	0.208914351966228	1.72750176586236	37	0.00294185899097597	0.00808229954521578
"GO:0009312"	"oligosaccharide biosynthetic process"	0.0420476186447586	0.208914351966228	1.72740341757122	13	0.0043532591214149	0.00949847906855284
"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	0.0420742957403437	0.208993405555668	-1.72710620474427	19	-0.00197228311381299	0.00525718386582515
"GO:0030295"	"protein kinase activator activity"	0.0421187667302714	0.20916078274956	1.72661108681801	51	0.00263619517854388	0.00845464662170113
"GO:0006959"	"humoral immune response"	0.0421707214216951	0.209287828959429	-1.72603318465638	155	-0.000107059208018514	0.00662977974294271
"GO:0030660"	"Golgi-associated vesicle membrane"	0.0421766941525493	0.209287828959429	1.72596678573848	43	0.00279136714906317	0.00653989298111512
"GO:2000106"	"regulation of leukocyte apoptotic process"	0.042241583667648	0.209449201061656	-1.72524589818211	75	-0.00054638235080049	0.00779128609464105
"GO:0045191"	"regulation of isotype switching"	0.0423022213459613	0.209601013794136	-1.72457305566432	22	-0.00176579023449213	0.00737434852661273
"GO:0033598"	"mammary gland epithelial cell proliferation"	0.0424179690879307	0.20987678236029	1.72329086892626	27	0.00328666881662365	0.00719293132180925
"GO:0002374"	"cytokine secretion involved in immune response"	0.0424526893751568	0.209918557381735	-1.72290680942634	14	-0.00243695825529862	0.00781892700573977
"GO:0051290"	"protein heterotetramerization"	0.0424671237025336	0.209924065524212	-1.72274721844007	36	-0.00118291888283085	0.0068376414602947
"GO:0030335"	"positive regulation of cell migration"	0.0424903852561341	0.209985580089632	1.72249012283814	303	0.001599934676205	0.00751000625144729
"GO:0072511"	"divalent inorganic cation transport"	0.0425909372908098	0.210268381151882	-1.72138009093001	380	0.000259383825582592	0.00737831678887297
"GO:0034062"	"RNA polymerase activity"	0.0426936026093898	0.210721640949269	1.7202489138108	43	0.00278507080071467	0.0076792630758815
"GO:0030322"	"stabilization of membrane potential"	0.0427810646490697	0.210909032809639	-1.71928698136888	16	-0.0022153146579925	0.0059863924343647
"GO:0060914"	"heart formation"	0.0428242251478565	0.210909032809639	1.71881287555151	18	0.00381826650224735	0.00945386980272751
"GO:2001026"	"regulation of endothelial cell chemotaxis"	0.0428266626417049	0.210909032809639	1.71878611189724	15	0.00409790785193978	0.00721512696753118
"GO:0098754"	"detoxification"	0.0428274618724975	0.210909032809639	1.71877733662039	12	0.00447674925220953	0.00863003358194731
"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	0.0430444369832427	0.211753322533884	1.7163999049379	25	0.00337084729669933	0.00845085325262887
"GO:0043094"	"cellular metabolic compound salvage"	0.0430570146262953	0.211761532284176	1.7162623868152	32	0.00308225269588287	0.00736759954482261
"GO:0003796"	"lysozyme activity"	0.0430825890759703	0.211799031880368	-1.71598286767895	11	-0.00284865183175877	0.00676119896836967
"GO:0031935"	"regulation of chromatin silencing"	0.0431096422602044	0.211799031880368	-1.71568733237952	14	-0.00242301405217815	0.00769917789503205
"GO:0007091"	"metaphase/anaphase transition of mitotic cell cycle"	0.0431486796714449	0.211836664082471	1.71526114253257	47	0.00269720851744762	0.00633975215559649
"GO:0044456"	"synapse part"	0.043239963839043	0.212061228743863	-1.71426576443195	424	0.000296284671194502	0.00656589318597362
"GO:0017137"	"Rab GTPase binding"	0.0432890332010494	0.212061228743863	1.71373140487897	83	0.00224750374692085	0.00711401761796468
"GO:1903747"	"regulation of establishment of protein localization to mitochondrion"	0.043293815748765	0.212061228743863	1.71367934966343	97	0.00214523607531127	0.00901936309689824
"GO:0048514"	"blood vessel morphogenesis"	0.043462666791832	0.212678923055972	1.71184447423868	473	0.00145204042638294	0.00759219765191615
"GO:2001238"	"positive regulation of extrinsic apoptotic signaling pathway"	0.0435856568765002	0.213227008892798	1.71051158096633	54	0.00257105685677943	0.00742828502331926
"GO:0006006"	"glucose metabolic process"	0.0436829631503696	0.213510976050527	1.70945918268696	207	0.00174466157760969	0.00820587782852858
"GO:2000147"	"positive regulation of cell motility"	0.0437274350286756	0.213597626768155	1.70897883491524	309	0.00158738505841751	0.00747032340805461
"GO:0006361"	"transcription initiation from RNA polymerase I promoter"	0.0437963296729624	0.213880340028062	1.70823547068994	33	0.00303863825557045	0.00687311009438212
"GO:0046716"	"muscle cell cellular homeostasis"	0.0438334670446813	0.214007862744304	1.70783515453529	19	0.0037219060256605	0.00830508951717075
"GO:1902230"	"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage"	0.0439445835093549	0.21433473745819	1.70663902463411	25	0.00335674359281193	0.0075384433763241
"GO:0086002"	"cardiac muscle cell action potential involved in contraction"	0.0440631363282787	0.214535641435803	-1.70536553152796	31	-0.00132167658704166	0.00726539611193602
"GO:0010332"	"response to gamma radiation"	0.0442258582971517	0.215166005329401	1.7036220646339	43	0.00276676181519005	0.00841143157904632
"GO:0030002"	"cellular anion homeostasis"	0.0443724292967507	0.215510192870363	-1.70205606642845	12	-0.00266029387293238	0.0049284195044539
"GO:0030320"	"cellular monovalent inorganic anion homeostasis"	0.0443724292967507	0.215510192870363	-1.70205606642845	12	-0.00266029387293238	0.0049284195044539
"GO:0019883"	"antigen processing and presentation of endogenous antigen"	0.044450615121931	0.215805377379545	-1.70122241538735	12	-0.00265855458816441	0.00963693777920162
"GO:0050772"	"positive regulation of axonogenesis"	0.0444573307305172	0.215805377379545	1.70115086578255	56	0.0025316548155497	0.00661849517069852
"GO:0051193"	"regulation of cofactor metabolic process"	0.0444983084934665	0.215896317039533	1.70071446805819	16	0.00396333019306701	0.00906557249612924
"GO:0051196"	"regulation of coenzyme metabolic process"	0.0444983084934665	0.215896317039533	1.70071446805819	16	0.00396333019306701	0.00906557249612924
"GO:0031929"	"TOR signaling"	0.0445799368739371	0.216130303345871	1.69984612052815	62	0.00244877168433825	0.00834736667954116
"GO:0015291"	"secondary active transmembrane transporter activity"	0.0446215447456426	0.216278009139179	-1.69940399645083	190	4.32934176424901e-06	0.00804156185592942
"GO:0010714"	"positive regulation of collagen metabolic process"	0.0448913087064495	0.216989562900796	1.69654551903927	22	0.00350418494687174	0.00639522168161013
"GO:0043367"	"CD4-positive, alpha-beta T cell differentiation"	0.0449475155357454	0.217143479813963	-1.69595168111374	48	-0.00087654971067646	0.00724685105100955
"GO:0006921"	"cellular component disassembly involved in execution phase of apoptosis"	0.0449567095287614	0.217143479813963	1.69585460138346	70	0.00235326215261412	0.00791996568715928
"GO:0042430"	"indole-containing compound metabolic process"	0.0450487550360632	0.21747983903508	-1.69488356908921	26	-0.0015105621755082	0.00692186500349677
"GO:0019755"	"one-carbon compound transport"	0.045143975133025	0.217885341939901	-1.6938807254253	11	-0.00280048727515394	0.00658973101002589
"GO:0043388"	"positive regulation of DNA binding"	0.0452327936678504	0.218160981381262	1.69294683516713	35	0.00295758314348244	0.00801987589723195
"GO:0006363"	"termination of RNA polymerase I transcription"	0.0452348006418493	0.218160981381262	1.69292574971579	30	0.0031234765581313	0.00712260262427186
"GO:0008509"	"anion transmembrane transporter activity"	0.0452512674660113	0.218186190772531	-1.69275277617906	261	0.000138970834611382	0.00633539895972863
"GO:0035239"	"tube morphogenesis"	0.0452906745739975	0.21832197040736	1.69233903502482	364	0.00152532788870211	0.00706088733783719
"GO:0010225"	"response to UV-C"	0.0453633007338108	0.218563512991992	1.69157728010488	11	0.00457703667113586	0.0095265412196978
"GO:0042976"	"activation of Janus kinase activity"	0.0454110742861728	0.218576685852513	-1.69107673174223	12	-0.00263738717859553	0.0105703721674167
"GO:0008266"	"poly(U) RNA binding"	0.0454817371780676	0.218862538944137	1.69033713578985	13	0.00427896202421099	0.0066342105651884
"GO:0043604"	"amide biosynthetic process"	0.0455732927594751	0.219248763084741	-1.68938023866441	87	-0.000415397703692411	0.00648970540182288
"GO:0050854"	"regulation of antigen receptor-mediated signaling pathway"	0.0456090535785694	0.219335818279512	1.68900690265734	34	0.00298293716688296	0.00736646742112836
"GO:0051249"	"regulation of lymphocyte activation"	0.0456252850923486	0.219335818279512	-1.68883752645302	339	0.000234137594603077	0.00799963623145048
"GO:0051693"	"actin filament capping"	0.0456544672737842	0.219348575061444	1.68853313154606	33	0.00301386547473174	0.00815116031140039
"GO:0032945"	"negative regulation of mononuclear cell proliferation"	0.0457134931698948	0.219488085435072	-1.68791791920327	55	-0.000752103535562543	0.00872846796891341
"GO:0050672"	"negative regulation of lymphocyte proliferation"	0.0457134931698948	0.219488085435072	-1.68791791920327	55	-0.000752103535562543	0.00872846796891341
"GO:0045132"	"meiotic chromosome segregation"	0.0457394871761449	0.219558586810911	-1.68764719259445	50	-0.00083226357019023	0.00537260983920857
"GO:0072012"	"glomerulus vasculature development"	0.0457664051910397	0.219633487655986	-1.68736697277479	20	-0.00183550129929729	0.00744035651131417
"GO:0090288"	"negative regulation of cellular response to growth factor stimulus"	0.045777931946299	0.219634506905971	1.68724701835228	99	0.00211327674347651	0.00930397097605178
"GO:0001819"	"positive regulation of cytokine production"	0.045805017646609	0.21971015630244	-1.68696524360015	348	0.000243574055054766	0.00799939569076962
"GO:0016605"	"PML body"	0.0458265415257864	0.21975849982723	1.68674142439798	91	0.00216579422273764	0.00679227808127728
"GO:0071466"	"cellular response to xenobiotic stimulus"	0.0458377377807776	0.21975849982723	-1.68662503190559	168	-4.54377454225428e-05	0.00655522617112849
"GO:0017022"	"myosin binding"	0.0459532342806974	0.220257823174543	1.68542570062246	50	0.00261156449817345	0.0077880726785991
"GO:0031958"	"corticosteroid receptor signaling pathway"	0.0462226980404067	0.221167122100166	1.68263693989883	15	0.0040304562635641	0.00858770621290467
"GO:0010878"	"cholesterol storage"	0.0462381111051387	0.221186351102256	-1.68247782068254	14	-0.00235887087759212	0.00519250867369366
"GO:0004659"	"prenyltransferase activity"	0.0463402695504115	0.22162042683237	1.68142424709444	14	0.00413840495086806	0.00614663556982381
"GO:0031338"	"regulation of vesicle fusion"	0.0463776528463463	0.221702856128777	1.68103917424863	21	0.00354131312385519	0.0075900303848781
"GO:0044784"	"metaphase/anaphase transition of cell cycle"	0.0465233884019537	0.22205852364365	1.67954037593301	48	0.00264101667333413	0.00628401621950314
"GO:0035497"	"cAMP response element binding"	0.0465971577397451	0.22235595527137	1.67878314084052	12	0.00439330750968505	0.00774050113707476
"GO:0045663"	"positive regulation of myoblast differentiation"	0.0466632928112599	0.222616819870282	-1.67810508814295	17	-0.00205031083780684	0.00655710292291185
"GO:0060191"	"regulation of lipase activity"	0.0467215468833452	0.22278522920646	-1.67750847416523	109	-0.000267221045571423	0.00861150586083852
"GO:0032612"	"interleukin-1 production"	0.0469031039124128	0.223596034663005	-1.6756528628764	51	-0.000803113095332752	0.00675130256196926
"GO:0010810"	"regulation of cell-substrate adhesion"	0.0469671038151575	0.223791217295002	1.67500012248101	153	0.00186549044269515	0.00850563210113357
"GO:0045954"	"positive regulation of natural killer cell mediated cytotoxicity"	0.0470145817126382	0.223939677709152	-1.67451635209801	17	-0.00204402111557246	0.00555056122156753
"GO:0009190"	"cyclic nucleotide biosynthetic process"	0.0470213335226924	0.223939677709152	-1.67444758715325	151	-9.00885583032076e-05	0.00681464113358256
"GO:0002286"	"T cell activation involved in immune response"	0.0471286294837383	0.2243103179072	-1.67335587453321	73	-0.000522204666150882	0.00673614379937376
"GO:0010517"	"regulation of phospholipase activity"	0.047158004113235	0.224353304143362	-1.67305734165763	92	-0.000366953000756467	0.00904922424885421
"GO:0045060"	"negative thymic T cell selection"	0.0471723931941897	0.224353304143362	-1.67291116054714	11	-0.00275479080903942	0.0124206354856222
"GO:0005921"	"gap junction"	0.0472240217317408	0.224353304143362	-1.67238695151668	29	-0.00135259033871062	0.00531233415419632
"GO:0061045"	"negative regulation of wound healing"	0.0472293963600033	0.224353304143362	1.67233240677068	54	0.00253355263210401	0.00758548173744367
"GO:0016247"	"channel regulator activity"	0.0472353159918565	0.224353304143362	-1.67227233677937	116	-0.000228006657806775	0.00752672945430679
"GO:0090174"	"organelle membrane fusion"	0.0472998469574641	0.224491693133758	1.67161789414645	101	0.00208983147330175	0.00738103374785732
"GO:0044246"	"regulation of multicellular organismal metabolic process"	0.0473214805764699	0.224491693133758	1.67139865633738	39	0.00282358248017492	0.00743317188865287
"GO:0050702"	"interleukin-1 beta secretion"	0.0474053250429719	0.224720920570005	-1.67054972412006	25	-0.00152302837466388	0.00632895148672744
"GO:0032490"	"detection of molecule of bacterial origin"	0.0476158492803554	0.225443625909819	-1.66842343890012	11	-0.00274501125369976	0.0057122467042422
"GO:0003407"	"neural retina development"	0.0476913193664371	0.225745889183437	-1.66766302798004	46	-0.000884550453186518	0.00599987694064295
"GO:0002562"	"somatic diversification of immune receptors via germline recombination within a single locus"	0.0477589309873373	0.225856450959193	-1.66698261423016	54	-0.000746728396705957	0.00709526710498097
"GO:0016444"	"somatic cell DNA recombination"	0.0477589309873373	0.225856450959193	-1.66698261423016	54	-0.000746728396705957	0.00709526710498097
"GO:0015693"	"magnesium ion transport"	0.0477629954384187	0.225856450959193	-1.66694173595803	15	-0.00221960119517471	0.00754676743395074
"GO:0003159"	"morphogenesis of an endothelium"	0.0477728512074205	0.225856450959193	1.66684262299199	11	0.00452313538957941	0.00919957265273998
"GO:0061154"	"endothelial tube morphogenesis"	0.0477728512074205	0.225856450959193	1.66684262299199	11	0.00452313538957941	0.00919957265273998
